Time,lon,pdens,adens,pvel,avel,Ahe,vap,B,radius,BrR2,mag,edens,ed,Br,Bt,Bn,vr,vt,vn,vA,MA
2022-02-24 15:00:00,70.93007634910632,10.83655869229886,0.08450635148351532,253.37396939167667,332.8995394066603,0.007780198416793748,79.63733990851767,329.00087441275286,0.08547782013862765,-2.161654681292138,-2.161654681292138,10.008581478767853,1367.9857978507978,-296.98814919171343,11.208080018588479,26.276096029519977,253.37396939167667,-15.714329522108084,12.923619693945447,202.46514356979338,1.2845036895042938
2022-02-24 18:00:00,74.85130243091528,9.796592721100021,0.10282366969494199,222.2532725505178,286.7248431568078,0.010763179427183085,64.47837933099292,385.08287117948913,0.08063502113760145,-2.3108880423760194,-2.3108880423760194,8.771429260740716,1348.4678781487294,-355.24105780683743,22.41062402517944,-19.378628398333152,222.2532725505178,-5.242970007768134,-5.487722568472449,237.75831093801108,0.9331650775798516
2022-02-24 21:00:00,79.48175192521772,8.863939791716744,0.09479639325893538,303.69765103023843,425.8528099146314,0.011415476961237746,122.15515888439297,405.3894737501227,0.07614162361398173,-2.1241751250198373,-2.1241751250198373,8.625583495318274,1488.8446987985044,-366.58799865953205,42.578395844171716,-23.693880041771582,303.69765103023843,-23.469783686738594,-16.68023029885318,238.22655588436572,1.2759167595684484
2022-02-25 00:00:00,85.10146873163197,7.144985197730974,0.08052171244337131,349.73972130809443,519.0293858559993,0.012358789936740536,169.28966454790492,465.634017608358,0.07193936588237185,-2.1556523723072396,-2.1556523723072396,6.9743146819960335,1344.9563741359834,-417.8602239483102,6.471934976834276,-17.237781767493203,349.73972130809443,-53.66407362335613,-14.24629023896442,288.850049368802,1.2227010370693325
2022-02-25 03:00:00,91.5182778836794,6.545239011404752,0.06377166030924729,317.6774513278163,449.2709751172614,0.009989952658962454,131.59352378944513,531.5657567725955,0.06834483005403519,-2.334650569054915,-2.334650569054915,6.419705064332429,1375.2131839901917,-500.6192663385214,60.23946640058309,-32.6724930230265,317.6774513278163,-31.844184270312876,-15.110832847515208,324.6676886495426,0.9830174352192853
2022-02-25 06:00:00,98.89213427334278,6.953257994944486,0.08894356685552547,310.1941935732054,432.5923112753602,0.013905158697851593,122.39811770215482,578.2673091632603,0.06539200371561232,-2.301909638099768,-2.301909638099768,6.839472979709088,1601.5900945379715,-538.3091345570034,11.634444354868284,-19.686093284865997,310.1941935732054,-31.269511493953917,-11.847188181027962,328.5153838025311,0.9527660818334414
2022-02-25 09:00:00,107.0607159561138,9.10206527432775,0.1617145379213271,271.40094122978905,351.68719601089134,0.01728343243526093,80.34876075635201,610.7410165227566,0.06325396957941827,-2.3115988900782813,-2.3115988900782813,8.370593959867442,2095.8790180365695,-577.5606192414087,69.38718684344086,5.026969815369345,271.40094122978905,-0.7992346478388707,2.7247540874414438,307.36101615525365,0.8936760429144284
2022-02-25 12:00:00,115.84179950619176,6.9403237098209445,0.11312267107448645,282.5948524240138,387.92854745350894,0.016203870233231554,105.337146719636,643.7508993921961,0.06204521506071518,1.6572789891316644,1.6572789891316644,5.862901848189553,1519.8246829521117,432.88722851448085,31.521231467618122,12.794879291262507,282.5948524240138,-16.562443501447387,-6.7762865288442145,392.1747247956224,0.7840243822442347
2022-02-25 15:00:00,124.93499753155398,3.5506772948287852,0.03476659980144926,384.8452480001264,564.207336594464,0.010867368688133577,179.36208859433754,669.2319261574042,0.06183915005583665,2.3875185839360005,2.3875185839360005,3.6484548067823455,954.1351708289765,624.3705652307353,50.001357530005265,29.50532051134198,384.8452480001264,-62.73853069978922,-28.537559479543482,491.8727606285399,0.7852923105729233
2022-02-25 18:00:00,134.1072345030229,4.036978462093821,0.037294112242254616,351.81551280227154,500.23676090972987,0.00966164428628246,148.42124810745835,656.1118495267579,0.06266281274804826,2.4793057113672723,2.4793057113672723,4.100220174076636,1044.1127381113222,631.3093222784378,-26.43181107612352,31.27177779564132,351.81551280227154,-33.579137964095466,-27.672454837552618,460.5937835744794,0.7666392684010829
2022-02-25 21:00:00,142.62252815642165,3.716818327546668,0.022843800546391565,305.24670866597467,433.1139995143952,0.006291082954386346,127.91173643042212,634.2984317000476,0.06439569841663388,2.5143760971593574,2.5143760971593574,3.705202075334041,892.7085800339926,606.8574518908661,-45.88858370603442,26.920268455422008,305.24670866597467,-31.559035537092136,-26.837623642384944,483.25602697189345,0.6408390906352837
2022-02-26 00:00:00,150.92791834688492,5.3170228267018755,0.037900457990871314,330.6309718021072,475.44875433210785,0.007340005648318125,144.82451322089062,571.4931899367432,0.06710111054006856,2.3441803473775886,2.3441803473775886,5.169179029499389,1147.7025763097265,520.8063842743454,-52.63228458349114,27.79110456281269,330.6309718021072,-30.404842053023714,-20.60295608075556,384.0095996477171,0.8625552649208784
2022-02-26 03:00:00,158.09841444332238,5.403460094928362,0.03642517977155225,357.14557115812164,514.7747620544812,0.006995261147235464,157.63429465375705,510.20411500797405,0.07039438710016518,2.3411128789513245,2.3411128789513245,5.257685236333323,1064.9098215845527,472.9727018345026,-35.714545918582985,16.396272209924746,357.14557115812164,-36.84574847704838,-18.91645722285528,358.48304506101476,0.9953946268905106
2022-02-26 06:00:00,164.65574187904838,7.388119936916446,0.033990181266730646,372.596505510361,520.9554190284091,0.004946883008042878,148.35891351804813,441.2729250821117,0.0743812173694635,2.1840815666409563,2.1840815666409563,6.4413006365726195,1156.8360126911546,395.9462460018834,13.916887412225595,-3.1346144209956486,372.596505510361,-52.9376210763856,-12.742475395794452,300.9806300629139,1.2654957535000673
2022-02-26 09:00:00,170.47237182567986,14.243640609388539,0.08922879735539278,228.41565269093476,276.98046340502486,0.006094622103215034,48.79761669438024,402.2449590166893,0.07891106791878036,2.331807856898571,2.331807856898571,10.547879219111179,1696.7869080332437,374.98231193587696,-31.53834966832034,-3.1310184303028006,228.41565269093476,4.832764848578945,-1.3524925576192004,226.14656840438596,1.0175537864749151
2022-02-26 12:00:00,175.1867618575084,9.526884145334238,0.06904166298309998,274.3300054578274,362.95978817886447,0.007316746968653102,88.62978272103707,369.1759090323526,0.08347254293941792,2.4186268847203505,2.4186268847203505,7.380350575206086,1064.4139826159696,347.5790636601003,-28.292866953801315,4.22358080957995,274.3300054578274,-16.155242938714405,-15.982973823628061,258.48428301510273,1.0615802155270901
2022-02-26 15:00:00,179.4324600730536,8.43863387349947,0.11655202101508058,286.47903696279525,399.3731875428035,0.013727188511691255,112.89640938226572,324.6995957037933,0.08847808257251352,2.3106827412395226,2.3106827412395226,7.511612441528896,955.0539483313083,295.96165398641705,-58.869588096140475,10.158044472854309,286.47903696279525,-7.382134948199648,-37.3619716650004,241.09970720699724,1.2096743920323454
2022-02-26 18:00:00,182.88755507974648,10.930593496012545,0.1821642851672295,293.80968766736487,372.0864784868035,0.017340309738477586,78.28662709090909,294.43902518354184,0.09337290547164258,2.056775491807341,2.056775491807341,9.20905849655085,1057.9144351341458,235.45451682063586,-29.669218980289887,-28.558159052948973,293.80968766736487,-12.097865256544617,-5.0325958229593635,205.34849916138967,1.4337579407971002
2022-02-26 21:00:00,185.9782790695618,11.050485981074885,0.17196681768709604,282.45949890278445,349.28273777970173,0.01575250327400907,66.83434326652771,271.9865352040505,0.09858482510114389,2.336763381249572,2.336763381249572,8.286212275135965,853.7148563081296,240.65770394917294,-55.16953905512999,66.45913125967057,282.45949890278445,9.980078573361391,-47.003762531118596,211.4736610873854,1.341668963511233
2022-02-27 00:00:00,188.78004324904728,7.58015098310632,0.12421463811838422,277.66267444750423,347.1149968766419,0.016549669903727863,69.44841755284487,244.2336466180344,0.10422078421751184,2.55402148151544,2.55402148151544,6.8788918417146645,635.6491358066642,235.08798876239575,-38.285838795265946,9.535858388179498,277.66267444750423,7.16649597605325,-23.148443021815122,221.20194405190733,1.2641087493333711
2022-02-27 03:00:00,191.07530180503935,6.526408771316895,0.07707642355607369,277.2773026170064,346.8619472666942,0.01193159978840132,69.58517603049586,226.32983256304445,0.10972266072784499,2.618205718624569,2.618205718624569,5.844109913416493,486.1797988931749,217.39549955258062,3.3455389459896243,0.14054584335536016,277.2773026170064,-12.516155197744885,-15.122922328172075,232.96841189878444,1.1928147682658903
2022-02-27 06:00:00,192.89828707761274,12.882571281310646,0.07968886923121864,212.65958559234883,231.72970021925136,0.005848832021285301,19.156554393253806,200.2416889230959,0.11488747624963744,2.4686509936390055,2.4686509936390055,9.281458904539702,699.6354530289431,187.9804051711612,-30.961050945590273,3.8758507471817008,212.65958559234883,7.938343891040189,-3.945996371705471,177.2799279083892,1.2404702363112527
2022-02-27 09:00:00,194.53405949145576,15.009956937114485,0.1316902665270857,218.25486517317975,242.661702157137,0.00872574671243704,24.43038997449609,158.23666562495208,0.12035307438331798,1.5387686155212565,1.5387686155212565,12.041965078585315,832.2755554415052,105.69191158136309,-90.53763254500417,12.261269457922108,218.25486517317975,14.098068674746605,-4.587897124702674,126.3805797215513,1.7587873447229978
2022-02-27 12:00:00,195.69761884074123,16.586058871910307,0.1830733905154948,244.94948283402834,264.97998131276063,0.011284465220364248,20.030527069224355,147.96762774936064,0.12490974127084209,0.6167924402275718,0.6167924402275718,13.84478089433222,888.8300608427048,39.15537316280028,-101.37712380635315,51.45610885693694,244.94948283402834,13.358956366694745,-20.49154381836364,112.67409064675626,2.1787327103130383
2022-02-27 15:00:00,197.04316185581325,15.826914301846905,0.18860955069680455,255.07384444219977,294.61448074410777,0.012057628850951107,39.54063630190797,125.37966954852637,0.13123980760820833,1.0201697099452436,1.0201697099452436,12.387734743324684,719.2955263339567,59.849333945856024,-72.80451743692012,11.482993711503706,255.07384444219977,5.306041530606902,-8.144078218445005,106.03580085254202,2.444958474626158
2022-02-27 18:00:00,197.8587207179449,14.244843999465308,0.21693501637656926,287.2298556575053,326.68859462649755,0.0156330285352046,39.45873896899224,109.09274038389245,0.13586206902983133,0.43746497232205556,0.43746497232205556,11.96847750256438,649.5545828858476,23.14482697160681,-28.258706887685566,14.321321504110774,287.2298556575053,-15.53522223765243,-9.627948161378788,97.58949337964702,3.0648375684689237
2022-02-27 21:00:00,198.74338096260396,11.423881648723107,0.19007106983515312,278.4665125947535,318.7360383631841,0.01705257486747108,40.328603109000454,108.92652009382891,0.14205133239628848,0.8696038130754156,0.8696038130754156,11.28131311972801,558.6702095540716,43.88951861629561,-51.57775912055082,-29.421959153906343,278.4665125947535,-10.273922703219176,12.984494285863727,104.51386266049674,2.6813647099999844
2022-02-28 00:00:00,199.3453426613271,11.576762558395458,0.08884397600319448,283.62243666598107,310.357348239819,0.008322496918980373,26.74347902756067,114.01091816905388,0.14747397979017218,1.3416599405817982,1.3416599405817982,10.748935588785875,494.56135765237406,60.96028944644656,-71.32776332048172,-0.8915267230274261,283.62243666598107,2.421521646282394,-16.116176590247758,116.35474053556828,2.4551443676624696
2022-02-28 03:00:00,199.65058825924945,14.32130391196572,0.142509814557047,254.80341449421488,271.5949007181818,0.009932641792002102,16.791486223966942,110.18070536776536,0.1508764581684306,2.065235043511137,2.065235043511137,10.60535946020395,466.011405284309,90.70882069462614,-55.43523475800581,23.659878169503443,254.80341449421488,8.680889742819835,-18.831987821173552,115.74592255859093,2.2040811240513793
2022-02-28 06:00:00,199.97188758962184,12.465927531196737,0.13651825705613474,253.62710128282828,265.1983701010101,0.010794346009131716,11.601497129292929,109.49082122495957,0.15540591529181572,1.9604399836809685,1.9604399836809685,9.375669133054952,388.2536003047635,81.1365073167822,-65.17554846195455,12.754999279792102,253.62710128282828,8.465979036185859,0.19640767558585845,125.94663392790717,2.015342120776228
2022-02-28 09:00:00,200.33668199718085,10.378589257442917,0.22398638767688206,257.79932932438015,293.0652527582645,0.021825838374256588,35.265923433884296,100.42242719852085,0.16393396744397312,1.9379883009791528,1.9379883009791528,8.421506699813088,313.5216921544073,72.08850983152833,-34.677962150462264,-0.6648385512955155,257.79932932438015,6.04074098016219,-6.729620945020661,129.10444719017372,2.008123547123764
2022-02-28 12:00:00,200.40430125083594,8.69679828935806,0.23455376617469842,257.298112898138,298.38369989047095,0.027543302364208225,41.08785201971522,99.74511563333621,0.16773789565477812,2.4602306994867496,2.4602306994867496,7.743062367855997,275.231189963919,87.38581741452876,-38.105717019240245,7.281187345188611,257.298112898138,-4.488517096199233,3.0368498549003284,136.22525163619872,1.8891158092719984
2022-02-28 15:00:00,200.42736683675852,9.300773719781713,0.1820595449961637,230.66749216761363,257.0533168238636,0.01969301999540024,26.38582465625,101.31058156949705,0.1705344617385681,2.720113205948887,2.720113205948887,6.886422582088438,236.8764808299327,93.52691908752637,-34.053534711199006,15.798084555455796,230.66749216761363,2.4722062905357953,-4.4447843409602275,149.99323448178896,1.5424834325867456
